#force1 position velocity 
-10.003 -9.99317 -9.99317 5.15625 1.65625 1.65625 -0.00200021 -0.00199955 -0.00199955 
-10.0025 -9.99231 -9.99489 5.15625 1.65625 1.96875 -0.00200018 -0.0019995 -0.00199967 
-10.0014 -9.99208 -9.9961 5.15625 1.65625 2.28125 -0.0020001 -0.00199948 -0.00199975 
-10.0011 -9.99205 -9.99643 5.15625 1.65625 2.59375 -0.00200008 -0.00199948 -0.00199977 
-9.999 -9.99233 -9.99739 5.15625 1.65625 2.90625 -0.00199994 -0.0019995 -0.00199983 
-9.99441 -9.99336 -9.99903 5.15625 1.65625 3.21875 -0.00199964 -0.00199956 -0.00199993 
-10.0025 -9.99489 -9.99231 5.15625 1.96875 1.65625 -0.00200018 -0.00199967 -0.0019995 
-10.0003 -9.99477 -9.99477 5.15625 1.96875 1.96875 -0.00200003 -0.00199966 -0.00199966 
-9.99836 -9.9948 -9.99649 5.15625 1.96875 2.28125 -0.0019999 -0.00199966 -0.00199977 
-9.99788 -9.99479 -9.99698 5.15625 1.96875 2.59375 -0.00199987 -0.00199966 -0.0019998 
-9.99554 -9.99494 -9.99835 5.15625 1.96875 2.90625 -0.00199971 -0.00199966 -0.00199989 
-9.99083 -9.9954 -10.0005 5.15625 1.96875 3.21875 -0.00199939 -0.00199969 -0.00200003 
-10.0014 -9.9961 -9.99208 5.15625 2.28125 1.65625 -0.0020001 -0.00199975 -0.00199948 
-9.99836 -9.99649 -9.9948 5.15625 2.28125 1.96875 -0.0019999 -0.00199977 -0.00199966 
-9.99622 -9.99669 -9.99669 5.15625 2.28125 2.28125 -0.00199976 -0.00199978 -0.00199978 
-9.99569 -9.99671 -9.99725 5.15625 2.28125 2.59375 -0.00199972 -0.00199978 -0.00199982 
-9.99336 -9.99675 -9.99872 5.15625 2.28125 2.90625 -0.00199956 -0.00199978 -0.00199991 
-9.98894 -9.99679 -10.0011 5.15625 2.28125 3.21875 -0.00199927 -0.00199978 -0.00200006 
-10.0011 -9.99643 -9.99205 5.15625 2.59375 1.65625 -0.00200008 -0.00199977 -0.00199948 
-9.99788 -9.99698 -9.99479 5.15625 2.59375 1.96875 -0.00199987 -0.0019998 -0.00199966 
-9.99569 -9.99725 -9.99671 5.15625 2.59375 2.28125 -0.00199972 -0.00199982 -0.00199978 
-9.99517 -9.99729 -9.99729 5.15625 2.59375 2.59375 -0.00199969 -0.00199982 -0.00199982 
-9.99289 -9.9973 -9.99878 5.15625 2.59375 2.90625 -0.00199953 -0.00199982 -0.00199991 
-9.98858 -9.99722 -10.0012 5.15625 2.59375 3.21875 -0.00199924 -0.00199981 -0.00200007 
-9.999 -9.99739 -9.99233 5.15625 2.90625 1.65625 -0.00199994 -0.00199983 -0.0019995 
-9.99554 -9.99835 -9.99494 5.15625 2.90625 1.96875 -0.00199971 -0.00199989 -0.00199966 
-9.99336 -9.99872 -9.99675 5.15625 2.90625 2.28125 -0.00199956 -0.00199991 -0.00199978 
-9.99289 -9.99878 -9.9973 5.15625 2.90625 2.59375 -0.00199953 -0.00199991 -0.00199982 
-9.99083 -9.99873 -9.99873 5.15625 2.90625 2.90625 -0.00199939 -0.00199991 -0.00199991 
-9.98736 -9.99827 -10.0009 5.15625 2.90625 3.21875 -0.00199916 -0.00199988 -0.00200005 
-9.99441 -9.99903 -9.99336 5.15625 3.21875 1.65625 -0.00199964 -0.00199993 -0.00199956 
-9.99083 -10.0005 -9.9954 5.15625 3.21875 1.96875 -0.00199939 -0.00200003 -0.00199969 
-9.98894 -10.0011 -9.99679 5.15625 3.21875 2.28125 -0.00199927 -0.00200006 -0.00199978 
-9.98858 -10.0012 -9.99722 5.15625 3.21875 2.59375 -0.00199924 -0.00200007 -0.00199981 
-9.98736 -10.0009 -9.99827 5.15625 3.21875 2.90625 -0.00199916 -0.00200005 -0.00199988 
-9.98583 -9.99986 -9.99986 5.15625 3.21875 3.21875 -0.00199906 -0.00199998 -0.00199998 
-10.0012 -9.9946 -9.9946 5.46875 1.65625 1.65625 -0.00200009 -0.00199965 -0.00199965 
-9.99928 -9.99316 -9.99511 5.46875 1.65625 1.96875 -0.00199996 -0.00199955 -0.00199968 
-9.9981 -9.99276 -9.99572 5.46875 1.65625 2.28125 -0.00199988 -0.00199952 -0.00199972 
-9.99795 -9.99275 -9.99591 5.46875 1.65625 2.59375 -0.00199987 -0.00199952 -0.00199973 
-9.99694 -9.99319 -9.99687 5.46875 1.65625 2.90625 -0.00199981 -0.00199955 -0.00199979 
-9.99502 -9.99473 -9.99888 5.46875 1.65625 3.21875 -0.00199968 -0.00199965 -0.00199992 
-9.99928 -9.99511 -9.99316 5.46875 1.96875 1.65625 -0.00199996 -0.00199968 -0.00199955 
-9.99553 -9.99391 -9.99391 5.46875 1.96875 1.96875 -0.00199971 -0.0019996 -0.0019996 
