#time H_velocity_mean H_velocity_variance H_abs_velocity_mean H_abs_velocity_variance H_n_mean H_n_variance H_CorImpulse_Z^1 
0   0 0 0     0 0 0    0   0   17.576   3.35376e-12   0  
1   -1.20121e-37 5.13868e-54 1.0477e-06     5.69997e-43 3.70409e-73 6.45216e-15    1.0477e-06   6.45216e-15   17.576   3.35376e-12   0.332097  
2   4.52565e-37 5.93803e-53 1.0477e-06     3.41395e-41 2.4404e-71 1.83947e-14    1.0477e-06   1.83947e-14   17.576   3.24007e-12   0.264944  
