#force1 position velocity 
-10.0055 -9.98763 -9.98763 5.15625 1.65625 1.65625 -0.00200037 -0.00199922 -0.00199922 
-10.0045 -9.98608 -9.99075 5.15625 1.65625 1.96875 -0.00200031 -0.00199913 -0.00199942 
-10.0026 -9.98565 -9.99294 5.15625 1.65625 2.28125 -0.00200018 -0.0019991 -0.00199956 
-10.002 -9.98559 -9.99353 5.15625 1.65625 2.59375 -0.00200014 -0.00199909 -0.00199959 
-9.99822 -9.9861 -9.99527 5.15625 1.65625 2.90625 -0.0019999 -0.00199912 -0.0019997 
-9.98989 -9.98794 -9.99822 5.15625 1.65625 3.21875 -0.00199937 -0.00199923 -0.00199988 
-10.0045 -9.99075 -9.98608 5.15625 1.96875 1.65625 -0.00200031 -0.00199942 -0.00199913 
-10.0005 -9.99053 -9.99053 5.15625 1.96875 1.96875 -0.00200005 -0.00199941 -0.00199941 
-9.99705 -9.99057 -9.99364 5.15625 1.96875 2.28125 -0.00199983 -0.00199941 -0.0019996 
-9.99619 -9.99056 -9.99451 5.15625 1.96875 2.59375 -0.00199977 -0.0019994 -0.00199965 
-9.99194 -9.99082 -9.99698 5.15625 1.96875 2.90625 -0.0019995 -0.00199942 -0.0019998 
-9.98337 -9.99162 -10.001 5.15625 1.96875 3.21875 -0.00199895 -0.00199946 -0.00200005 
-10.0026 -9.99294 -9.98565 5.15625 2.28125 1.65625 -0.00200018 -0.00199956 -0.0019991 
-9.99705 -9.99364 -9.99057 5.15625 2.28125 1.96875 -0.00199983 -0.0019996 -0.00199941 
-9.99317 -9.99399 -9.99399 5.15625 2.28125 2.28125 -0.00199958 -0.00199962 -0.00199962 
-9.99221 -9.99402 -9.99501 5.15625 2.28125 2.59375 -0.00199952 -0.00199962 -0.00199968 
-9.98798 -9.9941 -9.99766 5.15625 2.28125 2.90625 -0.00199924 -0.00199962 -0.00199984 
-9.97994 -9.99415 -10.002 5.15625 2.28125 3.21875 -0.00199873 -0.00199962 -0.00200011 
-10.002 -9.99353 -9.98559 5.15625 2.59375 1.65625 -0.00200014 -0.00199959 -0.00199909 
-9.99619 -9.99451 -9.99056 5.15625 2.59375 1.96875 -0.00199977 -0.00199965 -0.0019994 
-9.99221 -9.99501 -9.99402 5.15625 2.59375 2.28125 -0.00199952 -0.00199968 -0.00199962 
-9.99126 -9.99506 -9.99506 5.15625 2.59375 2.59375 -0.00199945 -0.00199968 -0.00199968 
-9.98711 -9.99507 -9.99775 5.15625 2.59375 2.90625 -0.00199919 -0.00199968 -0.00199985 
-9.97928 -9.99492 -10.0021 5.15625 2.59375 3.21875 -0.00199868 -0.00199966 -0.00200012 
-9.99822 -9.99527 -9.9861 5.15625 2.90625 1.65625 -0.0019999 -0.0019997 -0.00199912 
-9.99194 -9.99698 -9.99082 5.15625 2.90625 1.96875 -0.0019995 -0.0019998 -0.00199942 
-9.98798 -9.99766 -9.9941 5.15625 2.90625 2.28125 -0.00199924 -0.00199984 -0.00199962 
-9.98711 -9.99775 -9.99507 5.15625 2.90625 2.59375 -0.00199919 -0.00199985 -0.00199968 
-9.98337 -9.99766 -9.99766 5.15625 2.90625 2.90625 -0.00199895 -0.00199984 -0.00199984 
-9.97706 -9.99682 -10.0017 5.15625 2.90625 3.21875 -0.00199854 -0.00199978 -0.00200009 
-9.98989 -9.99822 -9.98794 5.15625 3.21875 1.65625 -0.00199937 -0.00199988 -0.00199923 
-9.98337 -10.001 -9.99162 5.15625 3.21875 1.96875 -0.00199895 -0.00200005 -0.00199946 
-9.97994 -10.002 -9.99415 5.15625 3.21875 2.28125 -0.00199873 -0.00200011 -0.00199962 
-9.97928 -10.0021 -9.99492 5.15625 3.21875 2.59375 -0.00199868 -0.00200012 -0.00199966 
-9.97706 -10.0017 -9.99682 5.15625 3.21875 2.90625 -0.00199854 -0.00200009 -0.00199978 
-9.97429 -9.99969 -9.99969 5.15625 3.21875 3.21875 -0.00199837 -0.00199996 -0.00199996 
-10.0023 -9.99022 -9.99022 5.46875 1.65625 1.65625 -0.00200016 -0.00199938 -0.00199938 
-9.99874 -9.98759 -9.99114 5.46875 1.65625 1.96875 -0.00199994 -0.00199922 -0.00199944 
-9.99659 -9.98687 -9.99223 5.46875 1.65625 2.28125 -0.0019998 -0.00199917 -0.00199951 
-9.99631 -9.98686 -9.99258 5.46875 1.65625 2.59375 -0.00199978 -0.00199917 -0.00199953 
-9.99448 -9.98764 -9.99432 5.46875 1.65625 2.90625 -0.00199966 -0.00199922 -0.00199964 
-9.99099 -9.99044 -9.99796 5.46875 1.65625 3.21875 -0.00199944 -0.00199939 -0.00199987 
-9.99874 -9.99114 -9.98759 5.46875 1.96875 1.65625 -0.00199994 -0.00199944 -0.00199922 
-9.99193 -9.98894 -9.98894 5.46875 1.96875 1.96875 -0.00199951 -0.0019993 -0.0019993 
-9.98844 -9.98837 -9.99048 5.46875 1.96875 2.28125 -0.00199928 -0.00199926 -0.00199939 
-9.98807 -9.98838 -9.99098 5.46875 1.96875 2.59375 -0.00199926 -0.00199926 -0.00199942 
-9.98613 -9.98909 -9.99339 5.46875 1.96875 2.90625 -0.00199913 -0.0019993 -0.00199957 
