#time fluid_temperature fluid_vCM fluid_n^1 fluid_temp^1 
0  0    0 0 0    17.576   298  
0.05  3.92422e-11    4.6953e-27 0.00249353 1.90983e-28    17.576   298.009  
0.1  6.09799e-10    1.76503e-25 0.00497427 -1.34896e-27    17.576   298.029  
