#time fluid_temperature fluid_vCM fluid_n^1 fluid_temperature^1 
0  0    0 0 0    17.576   298  
0.05  3.92429e-13    3.68135e-29 0.000249353 -3.91885e-32    17.576   298.02  
0.1  6.09807e-12    2.14991e-27 0.000497427 -1.07856e-28    17.576   298.039  
